N°, Cur[mA], ADC2[Vol],Date, Time
10517,-41.40,207.00,20/7/2018,13:59:12,
10518,-39.20,207.00,20/7/2018,13:59:12,
10519,-37.30,207.33,20/7/2018,13:59:13,
10520,-37.90,208.00,20/7/2018,13:59:13,
10521,-37.20,208.00,20/7/2018,13:59:14,
10522,-37.50,208.00,20/7/2018,13:59:14,
10523,-37.10,208.00,20/7/2018,13:59:15,
10524,-38.20,208.00,20/7/2018,13:59:15,
10525,-39.80,208.00,20/7/2018,13:59:16,
10526,-39.70,208.00,20/7/2018,13:59:16,
10527,-44.70,208.00,20/7/2018,13:59:17,
10528,-41.00,207.00,20/7/2018,13:59:17,
10529,-40.80,207.00,20/7/2018,13:59:18,
10530,-45.00,207.00,20/7/2018,13:59:18,
10531,-38.40,206.00,20/7/2018,13:59:19,
10532,-43.60,206.00,20/7/2018,13:59:19,
10533,-43.70,206.00,20/7/2018,13:59:20,
10534,-38.40,206.00,20/7/2018,13:59:20,
10535,-42.20,205.00,20/7/2018,13:59:21,
10536,-40.00,205.00,20/7/2018,13:59:21,
10537,-41.70,205.00,20/7/2018,13:59:22,
10538,-37.70,204.00,20/7/2018,13:59:22,
10539,-36.90,205.00,20/7/2018,13:59:23,
10540,-36.60,204.00,20/7/2018,13:59:23,
10541,-38.00,204.00,20/7/2018,13:59:24,
10542,-37.80,204.00,20/7/2018,13:59:24,
10543,-37.90,204.00,20/7/2018,13:59:25,
10544,-37.50,204.00,20/7/2018,13:59:25,
10545,-37.40,204.00,20/7/2018,13:59:26,
10546,-40.30,204.00,20/7/2018,13:59:26,
10547,-40.00,204.00,20/7/2018,13:59:27,
10548,-37.70,204.00,20/7/2018,13:59:27,
10549,-37.50,204.00,20/7/2018,13:59:28,
10550,-45.10,204.00,20/7/2018,13:59:28,
10551,-37.60,204.00,20/7/2018,13:59:29,
10552,-34.50,204.00,20/7/2018,13:59:29,
10553,-38.60,204.00,20/7/2018,13:59:30,
10554,-40.20,204.00,20/7/2018,13:59:30,
10555,-37.90,204.67,20/7/2018,13:59:31,
10556,-40.80,205.00,20/7/2018,13:59:31,
10557,-46.90,204.67,20/7/2018,13:59:32,
10558,-38.00,205.00,20/7/2018,13:59:32,
10559,-37.40,206.00,20/7/2018,13:59:33,
10560,-37.60,206.00,20/7/2018,13:59:33,
10561,-44.60,206.00,20/7/2018,13:59:34,
10562,-45.50,206.67,20/7/2018,13:59:34,
10563,-40.20,207.00,20/7/2018,13:59:35,
10564,-37.90,207.00,20/7/2018,13:59:35,
10565,-39.60,207.33,20/7/2018,13:59:36,
10566,-39.30,208.00,20/7/2018,13:59:36,
10567,-37.60,208.00,20/7/2018,13:59:37,
10568,-40.00,208.00,20/7/2018,13:59:37,
10569,-39.40,208.00,20/7/2018,13:59:38,
10570,-39.80,208.00,20/7/2018,13:59:38,
10571,-42.50,208.00,20/7/2018,13:59:39,
10572,-37.10,208.00,20/7/2018,13:59:39,
10573,-44.40,207.00,20/7/2018,13:59:40,
10574,-47.10,207.00,20/7/2018,13:59:40,
10575,-39.40,207.00,20/7/2018,13:59:41,
10576,-37.40,206.00,20/7/2018,13:59:41,
10577,-37.40,206.00,20/7/2018,13:59:42,
10578,-42.90,206.00,20/7/2018,13:59:42,
10579,-42.30,205.00,20/7/2018,13:59:43,
10580,-43.40,205.00,20/7/2018,13:59:43,
10581,-45.00,204.00,20/7/2018,13:59:44,
10582,-39.50,204.00,20/7/2018,13:59:44,
10583,-37.30,204.00,20/7/2018,13:59:45,
10584,-40.70,204.00,20/7/2018,13:59:45,
10585,-40.20,204.00,20/7/2018,13:59:46,
10586,-40.30,204.00,20/7/2018,13:59:46,
10587,-38.60,204.00,20/7/2018,13:59:47,
10588,-41.60,204.00,20/7/2018,13:59:47,
10589,-39.80,204.00,20/7/2018,13:59:48,
10590,-37.50,204.00,20/7/2018,13:59:48,
10591,-38.00,204.00,20/7/2018,13:59:49,
10592,-37.90,204.00,20/7/2018,13:59:49,
10593,-40.30,204.00,20/7/2018,13:59:50,
10594,-39.70,204.67,20/7/2018,13:59:50,
10595,-40.70,205.00,20/7/2018,13:59:51,
10596,-40.20,204.67,20/7/2018,13:59:51,
10597,-37.00,205.00,20/7/2018,13:59:52,
10598,-40.80,205.33,20/7/2018,13:59:52,
10599,-40.50,206.00,20/7/2018,13:59:53,
10600,-39.60,205.67,20/7/2018,13:59:53,
10601,-37.90,206.00,20/7/2018,13:59:54,
10602,-38.00,206.67,20/7/2018,13:59:54,
10603,-38.10,206.33,20/7/2018,13:59:55,
10604,-37.90,206.67,20/7/2018,13:59:55,
10605,-41.90,207.00,20/7/2018,13:59:56,
10606,-40.90,207.67,20/7/2018,13:59:56,
10607,-38.10,207.67,20/7/2018,13:59:57,
10608,-44.00,208.00,20/7/2018,13:59:57,
10609,-38.00,208.00,20/7/2018,13:59:58,
10610,-40.30,208.00,20/7/2018,13:59:58,
10611,-39.70,208.00,20/7/2018,13:59:59,
10612,-37.00,208.00,20/7/2018,13:59:59,
10613,-40.90,208.00,20/7/2018,14:0:0,
10614,-37.50,208.00,20/7/2018,14:0:0,
10615,-37.40,207.00,20/7/2018,14:0:1,
10616,-36.90,207.00,20/7/2018,14:0:1,
10617,-39.20,207.00,20/7/2018,14:0:2,
10618,-42.70,207.00,20/7/2018,14:0:2,
10619,-39.70,206.00,20/7/2018,14:0:3,
10620,-37.30,206.00,20/7/2018,14:0:3,
10621,-39.40,206.00,20/7/2018,14:0:4,
10622,-39.60,205.00,20/7/2018,14:0:4,
10623,-38.10,205.00,20/7/2018,14:0:5,
10624,-46.90,204.00,20/7/2018,14:0:5,
10625,-39.00,205.00,20/7/2018,14:0:6,
10626,-44.90,204.00,20/7/2018,14:0:6,
10627,-44.20,204.00,20/7/2018,14:0:7,
10628,-40.00,204.00,20/7/2018,14:0:7,
10629,-36.70,204.00,20/7/2018,14:0:8,
10630,-36.40,204.00,20/7/2018,14:0:8,
10631,-40.10,204.00,20/7/2018,14:0:9,
10632,-39.70,204.00,20/7/2018,14:0:9,
10633,-38.70,204.00,20/7/2018,14:0:10,
10634,-36.90,204.00,20/7/2018,14:0:10,
10635,-37.30,204.00,20/7/2018,14:0:11,
10636,-37.10,204.67,20/7/2018,14:0:11,
10637,-43.00,205.33,20/7/2018,14:0:12,
10638,-37.60,206.00,20/7/2018,14:0:12,
10639,-39.80,206.00,20/7/2018,14:0:13,
10640,-39.30,206.33,20/7/2018,14:0:13,
10641,-38.60,207.00,20/7/2018,14:0:14,
10642,-43.20,207.00,20/7/2018,14:0:14,
10643,-39.80,207.67,20/7/2018,14:0:15,
10644,-39.60,208.00,20/7/2018,14:0:15,
10645,-41.20,208.00,20/7/2018,14:0:16,
10646,-42.10,208.00,20/7/2018,14:0:16,
10647,-44.90,208.00,20/7/2018,14:0:17,
10648,-42.60,208.00,20/7/2018,14:0:17,
10649,-42.40,208.00,20/7/2018,14:0:18,
10650,-42.30,207.00,20/7/2018,14:0:18,
10651,-38.30,206.00,20/7/2018,14:0:19,
10652,-37.00,205.00,20/7/2018,14:0:19,
10653,-39.70,205.00,20/7/2018,14:0:20,
10654,-37.50,205.00,20/7/2018,14:0:20,
10655,-39.10,204.00,20/7/2018,14:0:21,
10656,-40.40,204.00,20/7/2018,14:0:21,
10657,-40.30,204.00,20/7/2018,14:0:22,
10658,-45.90,204.00,20/7/2018,14:0:22,
10659,-37.10,204.00,20/7/2018,14:0:23,
10660,-38.60,204.00,20/7/2018,14:0:23,
10661,-39.30,204.00,20/7/2018,14:0:24,
10662,-37.60,204.00,20/7/2018,14:0:24,
10663,-42.60,204.00,20/7/2018,14:0:25,
10664,-36.60,204.00,20/7/2018,14:0:25,
10665,-45.20,204.33,20/7/2018,14:0:26,
10666,-39.90,205.00,20/7/2018,14:0:26,
10667,-39.40,205.00,20/7/2018,14:0:27,
10668,-36.80,205.67,20/7/2018,14:0:27,
10669,-37.30,206.00,20/7/2018,14:0:28,
10670,-37.10,206.67,20/7/2018,14:0:28,
10671,-43.50,206.67,20/7/2018,14:0:29,
10672,-39.50,207.00,20/7/2018,14:0:29,
10673,-37.00,207.67,20/7/2018,14:0:30,
10674,-44.00,207.67,20/7/2018,14:0:30,
10675,-37.50,208.00,20/7/2018,14:0:31,
10676,-36.60,208.00,20/7/2018,14:0:31,
10677,-39.70,208.00,20/7/2018,14:0:32,
10678,-37.50,208.00,20/7/2018,14:0:32,
10679,-36.40,208.00,20/7/2018,14:0:33,
10680,-44.70,207.33,20/7/2018,14:0:33,
10681,-37.80,208.00,20/7/2018,14:0:34,
10682,-37.20,207.00,20/7/2018,14:0:34,
10683,-37.40,207.00,20/7/2018,14:0:35,
10684,-40.60,206.00,20/7/2018,14:0:35,
10685,-37.30,206.00,20/7/2018,14:0:36,
10686,-37.40,206.00,20/7/2018,14:0:36,
10687,-36.20,205.00,20/7/2018,14:0:37,
10688,-41.10,204.00,20/7/2018,14:0:37,
10689,-39.80,205.00,20/7/2018,14:0:38,
10690,-40.10,204.00,20/7/2018,14:0:38,
10691,-41.70,204.00,20/7/2018,14:0:39,
10692,-41.90,204.00,20/7/2018,14:0:39,
10693,-39.90,204.00,20/7/2018,14:0:40,
10694,-39.10,204.00,20/7/2018,14:0:40,
10695,-39.40,204.00,20/7/2018,14:0:41,
10696,-45.30,204.00,20/7/2018,14:0:41,
10697,-37.20,204.33,20/7/2018,14:0:42,
10698,-39.90,204.67,20/7/2018,14:0:42,
10699,-41.70,204.33,20/7/2018,14:0:43,
10700,-37.60,204.67,20/7/2018,14:0:43,
10701,-40.20,205.00,20/7/2018,14:0:44,
10702,-36.50,205.67,20/7/2018,14:0:44,
10703,-37.50,205.00,20/7/2018,14:0:45,
10704,-37.40,205.67,20/7/2018,14:0:45,
10705,-37.00,206.00,20/7/2018,14:0:46,
10706,-39.00,205.33,20/7/2018,14:0:46,
10707,-38.00,206.00,20/7/2018,14:0:47,
10708,-37.00,206.00,20/7/2018,14:0:47,
10709,-37.40,206.00,20/7/2018,14:0:48,
10710,-40.20,206.00,20/7/2018,14:0:48,
10711,-39.00,206.00,20/7/2018,14:0:49,
10712,-40.00,206.00,20/7/2018,14:0:49,
10713,-39.50,205.67,20/7/2018,14:0:50,
10714,-39.10,206.00,20/7/2018,14:0:50,
10715,-38.70,206.00,20/7/2018,14:0:51,
10716,-40.10,206.33,20/7/2018,14:0:51,
10717,-42.60,206.00,20/7/2018,14:0:52,
10718,-40.40,206.00,20/7/2018,14:0:52,
10719,-39.40,206.67,20/7/2018,14:0:53,
10720,-39.20,206.67,20/7/2018,14:0:53,
10721,-46.30,206.33,20/7/2018,14:0:54,
10722,-37.90,206.67,20/7/2018,14:0:54,
10723,-40.30,207.00,20/7/2018,14:0:55,
10724,-37.40,206.67,20/7/2018,14:0:55,
10725,-39.70,207.00,20/7/2018,14:0:56,
10726,-43.20,207.00,20/7/2018,14:0:56,
10727,-40.00,207.67,20/7/2018,14:0:57,
10728,-37.40,207.00,20/7/2018,14:0:57,
10729,-39.70,207.67,20/7/2018,14:0:58,
10730,-39.90,208.00,20/7/2018,14:0:58,
10731,-37.80,207.67,20/7/2018,14:0:59,
10732,-38.00,208.00,20/7/2018,14:0:59,
10733,-40.70,208.00,20/7/2018,14:1:0,
10734,-37.00,208.00,20/7/2018,14:1:0,
10735,-38.40,208.00,20/7/2018,14:1:1,
10736,-37.40,208.00,20/7/2018,14:1:1,
10737,-41.80,208.00,20/7/2018,14:1:2,
10738,-36.40,208.00,20/7/2018,14:1:2,
10739,-37.30,208.00,20/7/2018,14:1:3,
10740,-37.60,208.00,20/7/2018,14:1:3,
10741,-39.40,208.00,20/7/2018,14:1:4,
10742,-38.00,208.00,20/7/2018,14:1:4,
10743,-44.60,208.00,20/7/2018,14:1:5,
10744,-39.00,208.00,20/7/2018,14:1:5,
10745,-39.20,208.00,20/7/2018,14:1:6,
10746,-36.90,208.00,20/7/2018,14:1:6,
10747,-39.10,208.00,20/7/2018,14:1:7,
10748,-38.30,208.00,20/7/2018,14:1:7,
10749,-41.60,208.00,20/7/2018,14:1:8,
10750,-41.80,208.00,20/7/2018,14:1:8,
10751,-37.70,208.00,20/7/2018,14:1:9,
10752,-39.10,208.00,20/7/2018,14:1:9,
10753,-39.90,208.00,20/7/2018,14:1:10,
10754,-47.00,208.00,20/7/2018,14:1:10,
10755,-39.80,207.00,20/7/2018,14:1:11,
10756,-44.40,208.00,20/7/2018,14:1:11,
10757,-40.20,208.00,20/7/2018,14:1:12,
10758,-37.20,207.00,20/7/2018,14:1:12,
10759,-39.20,207.00,20/7/2018,14:1:13,
10760,-40.20,207.00,20/7/2018,14:1:13,
10761,-38.20,207.00,20/7/2018,14:1:14,
10762,-39.70,207.00,20/7/2018,14:1:14,
10763,-37.20,207.00,20/7/2018,14:1:15,
10764,-37.10,207.00,20/7/2018,14:1:15,
10765,-36.70,207.00,20/7/2018,14:1:16,
10766,-42.70,206.00,20/7/2018,14:1:16,
10767,-38.80,207.00,20/7/2018,14:1:17,
10768,-37.00,206.00,20/7/2018,14:1:17,
10769,-37.20,206.00,20/7/2018,14:1:18,
10770,-37.70,207.00,20/7/2018,14:1:18,
10771,-37.90,206.00,20/7/2018,14:1:19,
10772,-37.50,206.00,20/7/2018,14:1:19,
10773,-45.60,206.00,20/7/2018,14:1:20,
10774,-40.80,206.00,20/7/2018,14:1:20,
10775,-35.80,206.00,20/7/2018,14:1:21,
10776,-37.70,205.00,20/7/2018,14:1:21,
10777,-39.70,206.00,20/7/2018,14:1:22,
10778,-43.90,205.00,20/7/2018,14:1:22,
10779,-37.40,204.00,20/7/2018,14:1:23,
10780,-37.10,204.00,20/7/2018,14:1:23,
10781,-37.90,205.00,20/7/2018,14:1:24,
10782,-37.80,205.00,20/7/2018,14:1:24,
10783,-40.30,204.00,20/7/2018,14:1:25,
10784,-37.20,203.33,20/7/2018,14:1:25,
10785,-33.10,205.00,20/7/2018,14:1:26,
10786,-36.60,204.00,20/7/2018,14:1:26,
10787,-37.20,204.67,20/7/2018,14:1:27,
10788,-36.30,204.00,20/7/2018,14:1:27,
10789,-44.00,204.00,20/7/2018,14:1:28,
10790,-37.40,204.00,20/7/2018,14:1:28,
10791,-40.20,204.00,20/7/2018,14:1:29,
10792,-47.60,204.00,20/7/2018,14:1:29,
10793,-40.20,204.00,20/7/2018,14:1:30,
10794,-35.80,205.00,20/7/2018,14:1:30,
10795,-34.70,205.00,20/7/2018,14:1:31,
10796,-38.10,204.67,20/7/2018,14:1:31,
10797,-40.00,205.00,20/7/2018,14:1:32,
10798,-37.30,205.67,20/7/2018,14:1:32,
10799,-41.50,205.00,20/7/2018,14:1:33,
10800,-37.50,205.67,20/7/2018,14:1:33,
10801,-39.90,206.00,20/7/2018,14:1:34,
10802,-45.40,206.00,20/7/2018,14:1:34,
10803,-37.20,206.00,20/7/2018,14:1:35,
10804,-41.10,206.67,20/7/2018,14:1:35,
10805,-37.90,207.00,20/7/2018,14:1:36,
10806,-47.80,206.67,20/7/2018,14:1:36,
10807,-40.30,207.00,20/7/2018,14:1:37,
10808,-38.00,207.33,20/7/2018,14:1:37,
10809,-40.40,207.00,20/7/2018,14:1:38,
10810,-40.60,207.33,20/7/2018,14:1:38,
10811,-37.20,208.00,20/7/2018,14:1:39,
10812,-36.60,208.00,20/7/2018,14:1:39,
10813,-39.20,208.00,20/7/2018,14:1:40,
10814,-37.20,208.00,20/7/2018,14:1:40,
10815,-37.10,208.00,20/7/2018,14:1:41,
10816,-36.90,208.00,20/7/2018,14:1:41,
10817,-36.00,208.00,20/7/2018,14:1:42,
10818,-41.40,208.00,20/7/2018,14:1:42,
10819,-38.50,207.00,20/7/2018,14:1:43,
10820,-39.00,208.00,20/7/2018,14:1:43,
10821,-37.50,207.00,20/7/2018,14:1:44,
10822,-36.70,207.00,20/7/2018,14:1:44,
10823,-37.20,206.00,20/7/2018,14:1:45,
10824,-37.30,206.00,20/7/2018,14:1:45,
10825,-36.20,206.00,20/7/2018,14:1:46,
10826,-42.00,205.00,20/7/2018,14:1:46,
10827,-46.20,205.00,20/7/2018,14:1:47,
10828,-36.70,205.00,20/7/2018,14:1:47,
10829,-37.30,205.00,20/7/2018,14:1:48,
10830,-40.50,204.00,20/7/2018,14:1:48,
10831,-36.60,204.00,20/7/2018,14:1:49,
10832,-32.20,204.00,20/7/2018,14:1:49,
10833,-36.40,204.00,20/7/2018,14:1:50,
10834,-37.20,204.00,20/7/2018,14:1:50,
10835,-40.10,204.00,20/7/2018,14:1:51,
10836,-37.60,204.00,20/7/2018,14:1:51,
10837,-35.30,204.00,20/7/2018,14:1:52,
10838,-39.70,204.00,20/7/2018,14:1:52,
10839,-37.30,204.00,20/7/2018,14:1:53,
10840,-37.50,204.00,20/7/2018,14:1:53,
10841,-44.00,204.00,20/7/2018,14:1:54,
10842,-40.00,204.00,20/7/2018,14:1:54,
10843,-45.30,204.00,20/7/2018,14:1:55,
10844,-38.90,204.33,20/7/2018,14:1:55,
10845,-39.60,204.00,20/7/2018,14:1:56,
10846,-45.30,204.00,20/7/2018,14:1:56,
10847,-37.40,204.67,20/7/2018,14:1:57,
10848,-36.70,205.00,20/7/2018,14:1:57,
10849,-36.70,204.67,20/7/2018,14:1:58,
10850,-39.90,205.00,20/7/2018,14:1:58,
10851,-35.50,205.67,20/7/2018,14:1:59,
10852,-37.90,205.00,20/7/2018,14:1:59,
10853,-38.10,205.67,20/7/2018,14:2:0,
10854,-44.00,206.00,20/7/2018,14:2:0,
10855,-37.00,206.67,20/7/2018,14:2:1,
10856,-32.60,206.67,20/7/2018,14:2:1,
10857,-37.70,207.00,20/7/2018,14:2:2,
10858,-43.80,207.67,20/7/2018,14:2:2,
10859,-36.70,207.00,20/7/2018,14:2:3,
10860,-37.00,207.67,20/7/2018,14:2:3,
10861,-37.90,208.00,20/7/2018,14:2:4,
10862,-37.80,208.00,20/7/2018,14:2:4,
10863,-37.40,208.00,20/7/2018,14:2:5,
10864,-38.90,208.00,20/7/2018,14:2:5,
10865,-39.20,208.00,20/7/2018,14:2:6,
10866,-39.80,208.00,20/7/2018,14:2:6,
10867,-38.10,208.00,20/7/2018,14:2:7,
10868,-37.30,208.00,20/7/2018,14:2:7,
10869,-40.30,208.00,20/7/2018,14:2:8,
10870,-40.10,208.00,20/7/2018,14:2:8,
10871,-37.30,207.00,20/7/2018,14:2:9,
10872,-39.60,207.00,20/7/2018,14:2:9,
10873,-39.80,207.00,20/7/2018,14:2:10,
10874,-37.60,207.00,20/7/2018,14:2:10,
10875,-39.70,206.00,20/7/2018,14:2:11,
10876,-39.90,206.00,20/7/2018,14:2:11,
10877,-37.40,206.00,20/7/2018,14:2:12,
10878,-40.00,205.00,20/7/2018,14:2:12,
10879,-38.90,205.00,20/7/2018,14:2:13,
10880,-38.40,204.00,20/7/2018,14:2:13,
10881,-37.40,205.00,20/7/2018,14:2:14,
10882,-39.30,204.00,20/7/2018,14:2:14,
10883,-39.40,204.00,20/7/2018,14:2:15,
10884,-37.60,204.00,20/7/2018,14:2:15,
10885,-36.70,204.00,20/7/2018,14:2:16,
10886,-36.90,204.00,20/7/2018,14:2:16,
10887,-41.20,204.00,20/7/2018,14:2:17,
10888,-39.40,204.00,20/7/2018,14:2:17,
10889,-45.10,204.00,20/7/2018,14:2:18,
10890,-37.30,204.67,20/7/2018,14:2:18,
10891,-37.60,204.00,20/7/2018,14:2:19,
10892,-36.60,204.67,20/7/2018,14:2:19,
10893,-39.70,205.00,20/7/2018,14:2:20,
10894,-39.50,206.00,20/7/2018,14:2:20,
10895,-42.70,205.67,20/7/2018,14:2:21,
10896,-43.90,206.00,20/7/2018,14:2:21,
10897,-37.40,207.00,20/7/2018,14:2:22,
10898,-43.10,207.00,20/7/2018,14:2:22,
10899,-41.60,207.33,20/7/2018,14:2:23,
10900,-31.90,207.67,20/7/2018,14:2:23,
10901,-37.50,208.00,20/7/2018,14:2:24,
10902,-44.70,208.00,20/7/2018,14:2:24,
10903,-35.50,208.00,20/7/2018,14:2:25,
10904,-39.80,208.00,20/7/2018,14:2:25,
10905,-44.60,208.00,20/7/2018,14:2:26,
10906,-40.20,208.00,20/7/2018,14:2:26,
10907,-38.60,208.00,20/7/2018,14:2:27,
10908,-37.40,208.00,20/7/2018,14:2:27,
10909,-43.80,208.00,20/7/2018,14:2:28,
10910,-39.30,208.00,20/7/2018,14:2:28,
10911,-39.10,207.00,20/7/2018,14:2:29,
10912,-37.10,207.00,20/7/2018,14:2:29,
10913,-39.30,207.00,20/7/2018,14:2:30,
10914,-37.20,207.00,20/7/2018,14:2:30,
10915,-43.30,206.00,20/7/2018,14:2:31,
10916,-44.70,206.00,20/7/2018,14:2:31,
10917,-38.70,206.00,20/7/2018,14:2:32,
10918,-37.00,205.00,20/7/2018,14:2:32,
10919,-37.10,205.00,20/7/2018,14:2:33,
10920,-42.70,205.00,20/7/2018,14:2:33,
10921,-39.70,205.00,20/7/2018,14:2:34,
10922,-35.50,204.00,20/7/2018,14:2:34,
10923,-37.40,205.00,20/7/2018,14:2:35,
10924,-36.70,204.00,20/7/2018,14:2:35,
10925,-45.30,204.00,20/7/2018,14:2:36,
10926,-38.10,204.00,20/7/2018,14:2:36,
10927,-37.00,204.00,20/7/2018,14:2:37,
10928,-45.60,204.00,20/7/2018,14:2:37,
10929,-39.50,204.00,20/7/2018,14:2:38,
10930,-36.70,204.00,20/7/2018,14:2:38,
10931,-39.80,204.00,20/7/2018,14:2:39,
10932,-37.50,204.00,20/7/2018,14:2:39,
10933,-38.50,204.67,20/7/2018,14:2:40,
10934,-43.60,204.67,20/7/2018,14:2:40,
10935,-38.00,205.00,20/7/2018,14:2:41,
10936,-36.70,205.67,20/7/2018,14:2:41,
10937,-36.80,205.33,20/7/2018,14:2:42,
10938,-39.10,206.00,20/7/2018,14:2:42,
10939,-39.40,206.33,20/7/2018,14:2:43,
10940,-39.70,207.00,20/7/2018,14:2:43,
10941,-38.80,206.67,20/7/2018,14:2:44,
10942,-39.50,207.00,20/7/2018,14:2:44,
10943,-44.80,207.67,20/7/2018,14:2:45,
10944,-39.20,208.00,20/7/2018,14:2:45,
10945,-39.70,208.00,20/7/2018,14:2:46,
10946,-39.00,208.00,20/7/2018,14:2:46,
10947,-36.80,208.00,20/7/2018,14:2:47,
10948,-39.90,208.00,20/7/2018,14:2:47,
10949,-37.30,208.00,20/7/2018,14:2:48,
10950,-37.10,208.00,20/7/2018,14:2:48,
10951,-37.20,208.00,20/7/2018,14:2:49,
10952,-37.70,208.00,20/7/2018,14:2:49,
10953,-36.40,208.00,20/7/2018,14:2:50,
10954,-37.00,207.00,20/7/2018,14:2:50,
10955,-38.40,208.00,20/7/2018,14:2:51,
10956,-36.90,207.00,20/7/2018,14:2:51,
10957,-40.10,207.00,20/7/2018,14:2:52,
10958,-42.70,206.00,20/7/2018,14:2:52,
10959,-38.70,206.00,20/7/2018,14:2:53,
10960,-37.20,206.00,20/7/2018,14:2:53,
10961,-41.50,205.00,20/7/2018,14:2:54,
10962,-39.10,205.00,20/7/2018,14:2:54,
10963,-39.80,205.00,20/7/2018,14:2:55,
10964,-37.90,204.00,20/7/2018,14:2:55,
10965,-37.70,204.00,20/7/2018,14:2:56,
10966,-40.00,204.00,20/7/2018,14:2:56,
10967,-37.50,204.00,20/7/2018,14:2:57,
10968,-37.10,204.00,20/7/2018,14:2:57,
10969,-40.40,204.00,20/7/2018,14:2:58,
10970,-36.80,204.00,20/7/2018,14:2:58,
10971,-44.40,204.67,20/7/2018,14:2:59,
10972,-36.70,205.00,20/7/2018,14:2:59,
10973,-39.40,205.00,20/7/2018,14:3:0,
10974,-40.30,205.67,20/7/2018,14:3:0,
10975,-36.70,206.33,20/7/2018,14:3:1,
10976,-37.70,207.00,20/7/2018,14:3:1,
10977,-39.30,207.00,20/7/2018,14:3:2,
10978,-44.60,207.33,20/7/2018,14:3:2,
10979,-42.10,208.00,20/7/2018,14:3:3,
10980,-36.90,207.67,20/7/2018,14:3:3,
10981,-36.50,208.00,20/7/2018,14:3:4,
10982,-45.10,208.00,20/7/2018,14:3:4,
10983,-36.70,208.00,20/7/2018,14:3:5,
10984,-45.90,208.00,20/7/2018,14:3:5,
10985,-37.00,208.00,20/7/2018,14:3:6,
10986,-39.40,208.00,20/7/2018,14:3:6,
10987,-39.70,208.00,20/7/2018,14:3:7,
10988,-39.30,207.00,20/7/2018,14:3:7,
10989,-44.80,207.00,20/7/2018,14:3:8,
10990,-36.40,206.00,20/7/2018,14:3:8,
10991,-41.90,206.00,20/7/2018,14:3:9,
10992,-36.20,206.00,20/7/2018,14:3:9,
10993,-36.90,205.00,20/7/2018,14:3:10,
10994,-44.00,206.00,20/7/2018,14:3:10,
10995,-31.10,205.00,20/7/2018,14:3:11,
10996,-36.90,205.00,20/7/2018,14:3:11,
10997,-42.80,204.00,20/7/2018,14:3:12,
10998,-39.30,205.00,20/7/2018,14:3:12,
10999,-36.70,204.00,20/7/2018,14:3:13,
11000,-37.80,204.00,20/7/2018,14:3:13,
11001,-39.50,204.00,20/7/2018,14:3:14,
11002,-39.50,204.00,20/7/2018,14:3:14,
11003,-40.70,204.00,20/7/2018,14:3:15,
11004,-36.10,204.00,20/7/2018,14:3:15,
11005,-36.10,204.00,20/7/2018,14:3:16,
11006,-38.80,204.00,20/7/2018,14:3:16,
11007,-37.20,204.67,20/7/2018,14:3:17,
11008,-36.50,205.00,20/7/2018,14:3:17,
11009,-36.80,204.67,20/7/2018,14:3:18,
11010,-36.90,205.33,20/7/2018,14:3:18,
11011,-39.40,206.00,20/7/2018,14:3:19,
11012,-39.10,206.00,20/7/2018,14:3:19,
11013,-38.90,206.67,20/7/2018,14:3:20,
11014,-38.80,207.00,20/7/2018,14:3:20,
11015,-38.90,207.67,20/7/2018,14:3:21,
11016,-39.40,207.67,20/7/2018,14:3:21,
11017,-36.30,208.00,20/7/2018,14:3:22,
11018,-38.60,208.00,20/7/2018,14:3:22,
11019,-37.40,208.00,20/7/2018,14:3:23,
11020,-37.40,208.00,20/7/2018,14:3:23,
11021,-39.20,208.00,20/7/2018,14:3:24,
11022,-37.10,208.00,20/7/2018,14:3:24,
11023,-37.80,208.00,20/7/2018,14:3:25,
11024,-40.10,207.00,20/7/2018,14:3:25,
11025,-37.60,207.00,20/7/2018,14:3:26,
11026,-39.70,207.00,20/7/2018,14:3:26,
11027,-39.00,206.00,20/7/2018,14:3:27,
11028,-36.50,206.00,20/7/2018,14:3:27,
11029,-44.70,205.00,20/7/2018,14:3:28,
11030,-40.00,205.00,20/7/2018,14:3:28,
11031,-36.80,205.00,20/7/2018,14:3:29,
11032,-38.30,204.00,20/7/2018,14:3:29,
11033,-40.90,204.00,20/7/2018,14:3:30,
11034,-42.50,204.00,20/7/2018,14:3:30,
11035,-36.80,204.00,20/7/2018,14:3:31,
11036,-36.80,204.00,20/7/2018,14:3:31,
11037,-39.70,204.00,20/7/2018,14:3:32,
11038,-38.80,204.00,20/7/2018,14:3:32,
11039,-39.00,204.67,20/7/2018,14:3:33,
11040,-43.30,205.00,20/7/2018,14:3:33,
11041,-39.50,205.00,20/7/2018,14:3:34,
11042,-39.70,205.67,20/7/2018,14:3:34,
11043,-45.50,206.00,20/7/2018,14:3:35,
11044,-39.20,206.00,20/7/2018,14:3:35,
11045,-38.10,206.67,20/7/2018,14:3:36,
11046,-39.40,207.00,20/7/2018,14:3:36,
11047,-45.20,207.67,20/7/2018,14:3:37,
11048,-39.80,207.33,20/7/2018,14:3:37,
11049,-44.40,208.00,20/7/2018,14:3:38,
11050,-36.90,208.00,20/7/2018,14:3:38,
11051,-37.40,208.00,20/7/2018,14:3:39,
11052,-38.10,208.00,20/7/2018,14:3:39,
11053,-39.20,208.00,20/7/2018,14:3:40,
