N°, Cur[mA], ADC2[Vol],Date, Time
548,-89.50,204.33,20/7/2018,12:36:9,
549,-89.80,205.00,20/7/2018,12:36:10,
550,-93.40,205.67,20/7/2018,12:36:10,
551,-89.80,206.00,20/7/2018,12:36:11,
552,-93.20,206.00,20/7/2018,12:36:11,
553,-97.30,206.67,20/7/2018,12:36:12,
554,-92.70,207.00,20/7/2018,12:36:12,
555,-90.20,207.00,20/7/2018,12:36:13,
556,-92.90,207.00,20/7/2018,12:36:13,
557,-89.60,207.00,20/7/2018,12:36:14,
558,-94.40,207.00,20/7/2018,12:36:14,
559,-97.10,207.00,20/7/2018,12:36:15,
560,-96.80,207.00,20/7/2018,12:36:15,
561,-89.60,207.00,20/7/2018,12:36:16,
562,-89.90,207.00,20/7/2018,12:36:16,
563,-89.60,206.00,20/7/2018,12:36:17,
564,-91.90,206.00,20/7/2018,12:36:17,
565,-91.80,205.00,20/7/2018,12:36:18,
566,-89.50,205.00,20/7/2018,12:36:18,
567,-99.00,205.00,20/7/2018,12:36:19,
568,-91.20,204.00,20/7/2018,12:36:19,
569,-93.10,204.00,20/7/2018,12:36:20,
570,-88.50,204.00,20/7/2018,12:36:20,
571,-89.70,203.00,20/7/2018,12:36:21,
572,-91.30,203.00,20/7/2018,12:36:21,
573,-88.40,203.00,20/7/2018,12:36:22,
574,-92.10,203.00,20/7/2018,12:36:22,
575,-91.90,203.00,20/7/2018,12:36:23,
576,-91.60,203.00,20/7/2018,12:36:23,
577,-93.10,202.67,20/7/2018,12:36:24,
578,-98.70,202.67,20/7/2018,12:36:24,
579,-92.70,202.67,20/7/2018,12:36:25,
580,-95.80,203.00,20/7/2018,12:36:25,
581,-93.60,203.00,20/7/2018,12:36:26,
582,-92.70,203.00,20/7/2018,12:36:26,
583,-97.30,203.00,20/7/2018,12:36:27,
584,-92.00,203.00,20/7/2018,12:36:27,
585,-88.70,203.33,20/7/2018,12:36:28,
586,-89.60,203.00,20/7/2018,12:36:28,
587,-89.50,202.67,20/7/2018,12:36:29,
588,-91.70,205.00,20/7/2018,12:36:29,
589,-91.90,205.00,20/7/2018,12:36:30,
590,-85.00,205.67,20/7/2018,12:36:30,
591,-97.00,205.00,20/7/2018,12:36:31,
592,-90.30,205.00,20/7/2018,12:36:31,
593,-89.30,205.67,20/7/2018,12:36:32,
594,-88.80,205.00,20/7/2018,12:36:32,
595,-92.20,205.33,20/7/2018,12:36:33,
596,-89.00,206.00,20/7/2018,12:36:33,
597,-92.00,206.00,20/7/2018,12:36:34,
598,-89.30,205.67,20/7/2018,12:36:34,
599,-95.30,206.00,20/7/2018,12:36:35,
600,-88.90,206.00,20/7/2018,12:36:35,
601,-89.00,205.33,20/7/2018,12:36:36,
602,-94.00,205.67,20/7/2018,12:36:36,
603,-89.50,206.00,20/7/2018,12:36:37,
604,-96.10,206.00,20/7/2018,12:36:37,
605,-89.70,205.67,20/7/2018,12:36:38,
606,-93.30,206.00,20/7/2018,12:36:38,
607,-94.50,206.00,20/7/2018,12:36:39,
608,-88.70,206.67,20/7/2018,12:36:39,
609,-91.60,206.33,20/7/2018,12:36:40,
610,-85.60,205.00,20/7/2018,12:36:40,
611,-89.50,203.00,20/7/2018,12:36:41,
612,-96.70,204.00,20/7/2018,12:36:41,
613,-88.60,205.00,20/7/2018,12:36:42,
614,-88.70,205.33,20/7/2018,12:36:42,
615,-89.60,205.67,20/7/2018,12:36:43,
616,-96.50,205.33,20/7/2018,12:36:43,
617,-91.00,205.67,20/7/2018,12:36:44,
618,-90.30,206.00,20/7/2018,12:36:44,
619,-91.40,205.00,20/7/2018,12:36:45,
620,-91.30,205.67,20/7/2018,12:36:45,
621,-91.20,206.00,20/7/2018,12:36:46,
622,-88.60,206.00,20/7/2018,12:36:46,
623,-88.60,205.67,20/7/2018,12:36:47,
624,-91.20,206.00,20/7/2018,12:36:47,
625,-89.00,206.00,20/7/2018,12:36:48,
626,-88.10,205.67,20/7/2018,12:36:48,
627,-89.10,206.00,20/7/2018,12:36:49,
628,-89.60,206.00,20/7/2018,12:36:49,
629,-92.80,206.67,20/7/2018,12:36:50,
630,-91.00,206.00,20/7/2018,12:36:50,
631,-88.70,206.33,20/7/2018,12:36:51,
632,-87.50,207.00,20/7/2018,12:36:51,
633,-90.60,206.33,20/7/2018,12:36:52,
634,-93.80,206.67,20/7/2018,12:36:52,
635,-89.80,207.00,20/7/2018,12:36:53,
636,-91.60,207.00,20/7/2018,12:36:53,
637,-92.00,207.00,20/7/2018,12:36:54,
638,-89.00,207.00,20/7/2018,12:36:54,
639,-96.10,207.00,20/7/2018,12:36:55,
640,-92.20,207.00,20/7/2018,12:36:55,
641,-91.10,207.00,20/7/2018,12:36:56,
642,-88.60,207.00,20/7/2018,12:36:56,
643,-91.60,207.00,20/7/2018,12:36:57,
644,-91.30,207.00,20/7/2018,12:36:57,
645,-95.60,207.00,20/7/2018,12:36:58,
646,-91.60,207.00,20/7/2018,12:36:58,
647,-89.20,207.00,20/7/2018,12:36:59,
648,-91.50,207.00,20/7/2018,12:36:59,
649,-88.50,207.00,20/7/2018,12:37:0,
650,-91.90,207.00,20/7/2018,12:37:0,
651,-94.20,207.00,20/7/2018,12:37:1,
652,-91.50,207.00,20/7/2018,12:37:1,
653,-87.60,206.00,20/7/2018,12:37:2,
654,-88.50,206.00,20/7/2018,12:37:2,
655,-91.20,206.00,20/7/2018,12:37:3,
656,-88.70,206.00,20/7/2018,12:37:3,
657,-88.50,205.00,20/7/2018,12:37:4,
658,-93.90,206.00,20/7/2018,12:37:4,
659,-87.90,205.00,20/7/2018,12:37:5,
660,-90.70,205.00,20/7/2018,12:37:5,
661,-88.40,204.00,20/7/2018,12:37:6,
662,-94.60,204.00,20/7/2018,12:37:6,
663,-90.40,204.00,20/7/2018,12:37:7,
664,-90.60,204.00,20/7/2018,12:37:7,
665,-89.00,204.00,20/7/2018,12:37:8,
666,-90.90,203.67,20/7/2018,12:37:8,
667,-95.20,203.00,20/7/2018,12:37:9,
668,-88.10,203.00,20/7/2018,12:37:9,
669,-90.70,203.00,20/7/2018,12:37:10,
670,-95.60,203.00,20/7/2018,12:37:10,
671,-91.40,203.00,20/7/2018,12:37:11,
672,-90.40,203.00,20/7/2018,12:37:11,
673,-88.80,203.00,20/7/2018,12:37:12,
674,-87.90,203.00,20/7/2018,12:37:12,
675,-89.10,203.00,20/7/2018,12:37:13,
676,-88.80,203.00,20/7/2018,12:37:13,
677,-96.90,203.00,20/7/2018,12:37:14,
678,-89.10,203.33,20/7/2018,12:37:14,
679,-84.90,204.00,20/7/2018,12:37:15,
680,-88.80,203.67,20/7/2018,12:37:15,
681,-91.60,204.00,20/7/2018,12:37:16,
682,-90.60,204.67,20/7/2018,12:37:16,
683,-94.10,204.33,20/7/2018,12:37:17,
684,-90.40,205.00,20/7/2018,12:37:17,
685,-89.10,205.00,20/7/2018,12:37:18,
686,-92.90,205.67,20/7/2018,12:37:18,
687,-96.00,205.67,20/7/2018,12:37:19,
688,-88.50,206.00,20/7/2018,12:37:19,
689,-86.90,207.00,20/7/2018,12:37:20,
690,-88.10,206.67,20/7/2018,12:37:20,
691,-88.10,207.00,20/7/2018,12:37:21,
692,-90.40,207.00,20/7/2018,12:37:21,
693,-89.10,207.00,20/7/2018,12:37:22,
694,-90.70,207.00,20/7/2018,12:37:22,
695,-89.90,207.00,20/7/2018,12:37:23,
696,-88.20,207.00,20/7/2018,12:37:23,
697,-92.40,207.00,20/7/2018,12:37:24,
698,-90.60,207.00,20/7/2018,12:37:24,
699,-88.70,206.00,20/7/2018,12:37:25,
700,-89.20,206.00,20/7/2018,12:37:25,
701,-97.60,206.00,20/7/2018,12:37:26,
702,-93.90,206.00,20/7/2018,12:37:26,
703,-88.10,205.00,20/7/2018,12:37:27,
704,-95.60,205.00,20/7/2018,12:37:27,
705,-90.40,205.00,20/7/2018,12:37:28,
706,-90.00,204.00,20/7/2018,12:37:28,
707,-90.70,204.00,20/7/2018,12:37:29,
708,-90.80,204.00,20/7/2018,12:37:29,
709,-83.80,203.00,20/7/2018,12:37:30,
710,-89.30,203.00,20/7/2018,12:37:30,
711,-90.00,203.00,20/7/2018,12:37:31,
712,-87.70,203.00,20/7/2018,12:37:31,
713,-89.00,202.67,20/7/2018,12:37:32,
714,-87.80,202.67,20/7/2018,12:37:32,
715,-89.70,203.00,20/7/2018,12:37:33,
716,-90.20,203.00,20/7/2018,12:37:33,
717,-86.90,203.00,20/7/2018,12:37:34,
718,-87.50,203.00,20/7/2018,12:37:34,
719,-89.50,203.00,20/7/2018,12:37:35,
720,-87.90,203.33,20/7/2018,12:37:35,
721,-89.70,204.00,20/7/2018,12:37:36,
722,-94.70,203.67,20/7/2018,12:37:36,
723,-87.40,204.00,20/7/2018,12:37:37,
724,-89.90,205.00,20/7/2018,12:37:37,
725,-87.80,205.33,20/7/2018,12:37:38,
726,-89.40,205.00,20/7/2018,12:37:38,
727,-86.90,205.67,20/7/2018,12:37:39,
728,-87.20,206.00,20/7/2018,12:37:39,
729,-91.70,206.00,20/7/2018,12:37:40,
730,-89.80,206.67,20/7/2018,12:37:40,
731,-90.30,207.00,20/7/2018,12:37:41,
732,-89.10,207.00,20/7/2018,12:37:41,
733,-87.50,207.00,20/7/2018,12:37:42,
734,-94.00,207.00,20/7/2018,12:37:42,
735,-90.60,207.00,20/7/2018,12:37:43,
736,-94.40,207.00,20/7/2018,12:37:43,
737,-95.00,207.00,20/7/2018,12:37:44,
738,-87.50,207.00,20/7/2018,12:37:44,
739,-87.60,206.00,20/7/2018,12:37:45,
740,-89.70,207.00,20/7/2018,12:37:45,
741,-87.40,206.67,20/7/2018,12:37:46,
742,-86.20,206.00,20/7/2018,12:37:46,
743,-87.00,205.00,20/7/2018,12:37:47,
744,-90.00,206.00,20/7/2018,12:37:47,
745,-88.70,205.00,20/7/2018,12:37:48,
746,-89.60,205.00,20/7/2018,12:37:48,
747,-87.30,205.00,20/7/2018,12:37:49,
748,-88.90,205.00,20/7/2018,12:37:49,
749,-86.80,204.00,20/7/2018,12:37:50,
750,-88.90,204.00,20/7/2018,12:37:50,
751,-93.20,204.00,20/7/2018,12:37:51,
752,-89.90,204.00,20/7/2018,12:37:51,
753,-90.20,203.00,20/7/2018,12:37:52,
754,-95.00,204.00,20/7/2018,12:37:52,
755,-91.50,203.00,20/7/2018,12:37:53,
756,-86.30,203.00,20/7/2018,12:37:53,
757,-86.40,203.00,20/7/2018,12:37:54,
758,-92.90,203.00,20/7/2018,12:37:54,
759,-86.70,203.00,20/7/2018,12:37:55,
760,-89.80,203.00,20/7/2018,12:37:55,
761,-89.30,203.00,20/7/2018,12:37:56,
762,-89.00,203.00,20/7/2018,12:37:56,
763,-83.10,203.00,20/7/2018,12:37:57,
764,-89.20,203.00,20/7/2018,12:37:57,
765,-90.40,203.00,20/7/2018,12:37:58,
766,-88.30,203.00,20/7/2018,12:37:58,
767,-86.70,203.00,20/7/2018,12:37:59,
768,-91.50,203.00,20/7/2018,12:37:59,
769,-86.10,203.00,20/7/2018,12:38:0,
770,-89.30,203.00,20/7/2018,12:38:0,
771,-88.60,203.67,20/7/2018,12:38:1,
772,-88.90,203.00,20/7/2018,12:38:1,
773,-88.10,203.67,20/7/2018,12:38:2,
774,-88.30,204.00,20/7/2018,12:38:2,
775,-88.50,205.00,20/7/2018,12:38:3,
776,-86.00,204.33,20/7/2018,12:38:3,
777,-88.60,205.00,20/7/2018,12:38:4,
778,-88.90,205.00,20/7/2018,12:38:4,
779,-86.40,205.00,20/7/2018,12:38:5,
780,-86.70,205.33,20/7/2018,12:38:5,
781,-89.30,206.00,20/7/2018,12:38:6,
782,-87.70,206.33,20/7/2018,12:38:6,
783,-86.00,206.00,20/7/2018,12:38:7,
784,-86.50,206.67,20/7/2018,12:38:7,
785,-93.30,207.00,20/7/2018,12:38:8,
786,-97.30,207.00,20/7/2018,12:38:8,
787,-86.70,207.00,20/7/2018,12:38:9,
788,-90.50,207.00,20/7/2018,12:38:9,
789,-89.00,207.00,20/7/2018,12:38:10,
790,-89.20,207.00,20/7/2018,12:38:10,
791,-87.60,207.00,20/7/2018,12:38:11,
792,-89.50,207.00,20/7/2018,12:38:11,
793,-86.40,207.00,20/7/2018,12:38:12,
794,-88.80,206.00,20/7/2018,12:38:12,
795,-88.70,206.00,20/7/2018,12:38:13,
796,-89.00,205.00,20/7/2018,12:38:13,
797,-86.40,205.00,20/7/2018,12:38:14,
798,-94.80,205.00,20/7/2018,12:38:14,
799,-86.80,204.00,20/7/2018,12:38:15,
800,-90.50,204.00,20/7/2018,12:38:15,
801,-86.60,204.00,20/7/2018,12:38:16,
802,-92.10,204.00,20/7/2018,12:38:16,
803,-86.90,203.00,20/7/2018,12:38:17,
804,-88.80,203.00,20/7/2018,12:38:17,
805,-86.90,203.00,20/7/2018,12:38:18,
806,-94.00,203.00,20/7/2018,12:38:18,
807,-91.80,203.00,20/7/2018,12:38:19,
808,-89.90,203.00,20/7/2018,12:38:19,
809,-89.70,203.00,20/7/2018,12:38:20,
810,-86.10,203.00,20/7/2018,12:38:20,
811,-91.40,203.00,20/7/2018,12:38:21,
812,-86.40,203.00,20/7/2018,12:38:21,
813,-88.20,203.00,20/7/2018,12:38:22,
814,-89.10,203.00,20/7/2018,12:38:22,
815,-86.60,203.00,20/7/2018,12:38:23,
816,-82.10,203.00,20/7/2018,12:38:23,
817,-89.00,203.00,20/7/2018,12:38:24,
818,-86.00,203.00,20/7/2018,12:38:24,
819,-88.10,203.00,20/7/2018,12:38:25,
820,-93.10,203.67,20/7/2018,12:38:25,
821,-94.20,204.00,20/7/2018,12:38:26,
822,-86.50,203.67,20/7/2018,12:38:26,
823,-81.80,204.00,20/7/2018,12:38:27,
824,-86.00,204.33,20/7/2018,12:38:27,
825,-86.20,204.00,20/7/2018,12:38:28,
826,-87.40,204.67,20/7/2018,12:38:28,
827,-85.50,205.00,20/7/2018,12:38:29,
828,-85.70,205.00,20/7/2018,12:38:29,
829,-88.40,205.00,20/7/2018,12:38:30,
830,-90.10,205.67,20/7/2018,12:38:30,
831,-88.80,206.00,20/7/2018,12:38:31,
832,-86.10,206.33,20/7/2018,12:38:31,
833,-85.50,206.00,20/7/2018,12:38:32,
834,-85.80,206.67,20/7/2018,12:38:32,
835,-87.90,207.00,20/7/2018,12:38:33,
836,-86.30,207.00,20/7/2018,12:38:33,
837,-88.20,207.00,20/7/2018,12:38:34,
838,-85.90,207.00,20/7/2018,12:38:34,
839,-85.30,207.00,20/7/2018,12:38:35,
840,-89.20,207.00,20/7/2018,12:38:35,
841,-87.80,207.00,20/7/2018,12:38:36,
842,-88.20,207.00,20/7/2018,12:38:36,
843,-88.60,207.00,20/7/2018,12:38:37,
844,-93.30,206.00,20/7/2018,12:38:37,
845,-90.30,206.00,20/7/2018,12:38:38,
846,-90.60,205.00,20/7/2018,12:38:38,
847,-88.10,205.00,20/7/2018,12:38:39,
848,-88.40,205.00,20/7/2018,12:38:39,
849,-89.70,204.00,20/7/2018,12:38:40,
850,-87.40,205.00,20/7/2018,12:38:40,
851,-92.10,204.00,20/7/2018,12:38:41,
852,-86.00,204.00,20/7/2018,12:38:41,
853,-85.60,204.00,20/7/2018,12:38:42,
854,-88.00,204.00,20/7/2018,12:38:42,
855,-88.30,204.00,20/7/2018,12:38:43,
856,-91.90,203.00,20/7/2018,12:38:43,
857,-87.70,204.00,20/7/2018,12:38:44,
858,-88.80,203.00,20/7/2018,12:38:44,
859,-85.90,203.00,20/7/2018,12:38:45,
860,-87.90,203.00,20/7/2018,12:38:45,
861,-88.10,203.00,20/7/2018,12:38:46,
862,-86.30,203.00,20/7/2018,12:38:46,
863,-87.40,203.00,20/7/2018,12:38:47,
864,-85.10,203.00,20/7/2018,12:38:47,
865,-88.00,203.00,20/7/2018,12:38:48,
866,-85.50,203.00,20/7/2018,12:38:48,
867,-87.90,203.00,20/7/2018,12:38:49,
868,-88.10,203.00,20/7/2018,12:38:49,
869,-85.90,203.00,20/7/2018,12:38:50,
870,-85.30,203.00,20/7/2018,12:38:50,
871,-87.80,203.00,20/7/2018,12:38:51,
872,-84.70,203.00,20/7/2018,12:38:51,
873,-85.60,203.00,20/7/2018,12:38:52,
874,-90.40,203.00,20/7/2018,12:38:52,
875,-86.00,203.00,20/7/2018,12:38:53,
876,-87.70,203.00,20/7/2018,12:38:53,
877,-87.30,203.67,20/7/2018,12:38:54,
878,-85.50,204.00,20/7/2018,12:38:54,
879,-86.60,203.00,20/7/2018,12:38:55,
880,-84.90,204.00,20/7/2018,12:38:55,
881,-84.90,204.00,20/7/2018,12:38:56,
882,-85.70,203.67,20/7/2018,12:38:56,
883,-79.50,204.33,20/7/2018,12:38:57,
884,-86.90,205.00,20/7/2018,12:38:57,
885,-92.60,205.00,20/7/2018,12:38:58,
886,-89.90,205.00,20/7/2018,12:38:58,
887,-89.50,204.67,20/7/2018,12:38:59,
888,-85.70,205.00,20/7/2018,12:38:59,
889,-86.30,204.67,20/7/2018,12:39:0,
890,-84.40,205.00,20/7/2018,12:39:0,
891,-85.40,205.00,20/7/2018,12:39:1,
892,-85.00,205.67,20/7/2018,12:39:1,
893,-84.70,205.00,20/7/2018,12:39:2,
894,-85.30,205.33,20/7/2018,12:39:2,
895,-84.90,205.67,20/7/2018,12:39:3,
896,-88.30,206.00,20/7/2018,12:39:3,
897,-86.30,205.67,20/7/2018,12:39:4,
898,-90.90,206.00,20/7/2018,12:39:4,
899,-84.30,206.67,20/7/2018,12:39:5,
900,-89.20,207.00,20/7/2018,12:39:5,
901,-90.90,207.67,20/7/2018,12:39:6,
902,-86.90,205.33,20/7/2018,12:39:6,
903,-87.20,205.00,20/7/2018,12:39:7,
904,-87.40,206.00,20/7/2018,12:39:7,
905,-89.80,206.00,20/7/2018,12:39:8,
906,-90.90,207.00,20/7/2018,12:39:8,
907,-92.40,206.00,20/7/2018,12:39:9,
908,-86.90,206.00,20/7/2018,12:39:9,
909,-91.70,206.00,20/7/2018,12:39:10,
910,-84.30,206.00,20/7/2018,12:39:10,
911,-83.90,206.00,20/7/2018,12:39:11,
912,-84.80,206.00,20/7/2018,12:39:11,
913,-86.80,206.00,20/7/2018,12:39:12,
914,-87.60,206.00,20/7/2018,12:39:12,
915,-95.40,206.00,20/7/2018,12:39:13,
916,-85.20,206.00,20/7/2018,12:39:13,
917,-87.50,206.00,20/7/2018,12:39:14,
918,-87.30,206.00,20/7/2018,12:39:14,
919,-92.60,206.00,20/7/2018,12:39:15,
920,-85.30,205.00,20/7/2018,12:39:15,
921,-94.80,205.00,20/7/2018,12:39:16,
922,-87.70,205.00,20/7/2018,12:39:16,
923,-84.80,204.00,20/7/2018,12:39:17,
924,-84.90,204.00,20/7/2018,12:39:17,
925,-86.90,204.00,20/7/2018,12:39:18,
926,-87.10,204.00,20/7/2018,12:39:18,
927,-84.40,203.00,20/7/2018,12:39:19,
928,-86.30,203.00,20/7/2018,12:39:19,
929,-88.40,203.00,20/7/2018,12:39:20,
930,-83.90,203.00,20/7/2018,12:39:20,
931,-86.70,203.00,20/7/2018,12:39:21,
932,-84.60,203.00,20/7/2018,12:39:21,
933,-87.70,203.00,20/7/2018,12:39:22,
934,-87.50,203.00,20/7/2018,12:39:22,
935,-92.60,203.00,20/7/2018,12:39:23,
936,-92.20,203.00,20/7/2018,12:39:23,
937,-92.60,203.00,20/7/2018,12:39:24,
938,-84.50,204.00,20/7/2018,12:39:24,
939,-88.80,203.67,20/7/2018,12:39:25,
940,-84.30,204.00,20/7/2018,12:39:25,
941,-86.70,205.00,20/7/2018,12:39:26,
942,-84.10,205.00,20/7/2018,12:39:26,
943,-87.40,205.00,20/7/2018,12:39:27,
944,-85.00,205.67,20/7/2018,12:39:27,
945,-86.70,206.00,20/7/2018,12:39:28,
946,-85.00,205.67,20/7/2018,12:39:28,
947,-80.10,206.00,20/7/2018,12:39:29,
948,-87.30,207.00,20/7/2018,12:39:29,
949,-83.20,207.00,20/7/2018,12:39:30,
950,-90.90,207.00,20/7/2018,12:39:30,
951,-84.30,207.00,20/7/2018,12:39:31,
952,-84.70,207.00,20/7/2018,12:39:31,
953,-84.50,207.00,20/7/2018,12:39:32,
954,-84.90,207.00,20/7/2018,12:39:32,
955,-83.20,207.00,20/7/2018,12:39:33,
956,-85.60,206.00,20/7/2018,12:39:33,
957,-81.50,206.00,20/7/2018,12:39:34,
958,-86.00,206.00,20/7/2018,12:39:34,
959,-92.20,205.00,20/7/2018,12:39:35,
960,-84.80,205.00,20/7/2018,12:39:35,
961,-87.00,205.00,20/7/2018,12:39:36,
962,-86.80,204.67,20/7/2018,12:39:36,
963,-83.40,204.00,20/7/2018,12:39:37,
964,-84.50,204.00,20/7/2018,12:39:37,
965,-85.00,204.00,20/7/2018,12:39:38,
966,-86.20,203.00,20/7/2018,12:39:38,
967,-84.50,203.00,20/7/2018,12:39:39,
968,-91.40,203.00,20/7/2018,12:39:39,
969,-84.30,203.00,20/7/2018,12:39:40,
970,-86.10,203.00,20/7/2018,12:39:40,
971,-86.60,203.00,20/7/2018,12:39:41,
972,-84.30,203.00,20/7/2018,12:39:41,
973,-87.50,202.67,20/7/2018,12:39:42,
974,-87.00,202.67,20/7/2018,12:39:42,
975,-86.90,203.00,20/7/2018,12:39:43,
976,-86.70,203.00,20/7/2018,12:39:43,
977,-87.30,203.00,20/7/2018,12:39:44,
978,-87.60,203.00,20/7/2018,12:39:44,
979,-85.30,203.00,20/7/2018,12:39:45,
980,-91.30,203.00,20/7/2018,12:39:45,
981,-86.50,203.00,20/7/2018,12:39:46,
982,-84.40,203.00,20/7/2018,12:39:46,
983,-84.00,203.00,20/7/2018,12:39:47,
984,-85.50,203.00,20/7/2018,12:39:47,
985,-86.60,203.00,20/7/2018,12:39:48,
986,-84.00,203.00,20/7/2018,12:39:48,
987,-94.10,203.00,20/7/2018,12:39:49,
988,-88.60,203.33,20/7/2018,12:39:49,
989,-83.50,203.00,20/7/2018,12:39:50,
990,-84.50,203.33,20/7/2018,12:39:50,
991,-84.10,203.67,20/7/2018,12:39:51,
992,-86.90,204.00,20/7/2018,12:39:51,
993,-84.40,203.67,20/7/2018,12:39:52,
994,-86.00,204.00,20/7/2018,12:39:52,
995,-84.80,204.67,20/7/2018,12:39:53,
996,-86.10,204.00,20/7/2018,12:39:53,
997,-85.20,204.67,20/7/2018,12:39:54,
998,-84.70,205.00,20/7/2018,12:39:54,
999,-84.90,205.00,20/7/2018,12:39:55,
1000,-85.60,204.67,20/7/2018,12:39:55,
1001,-88.20,205.00,20/7/2018,12:39:56,
1002,-86.90,205.00,20/7/2018,12:39:56,
1003,-84.40,205.00,20/7/2018,12:39:57,
1004,-91.40,205.00,20/7/2018,12:39:57,
1005,-84.60,205.33,20/7/2018,12:39:58,
1006,-84.50,205.67,20/7/2018,12:39:58,
1007,-86.10,205.00,20/7/2018,12:39:59,
1008,-89.20,205.67,20/7/2018,12:39:59,
1009,-89.20,206.00,20/7/2018,12:40:0,
1010,-85.90,205.67,20/7/2018,12:40:0,
1011,-87.50,206.00,20/7/2018,12:40:1,
1012,-84.10,206.00,20/7/2018,12:40:1,
1013,-86.40,206.33,20/7/2018,12:40:2,
1014,-84.40,206.00,20/7/2018,12:40:2,
1015,-83.40,206.00,20/7/2018,12:40:3,
1016,-91.30,206.33,20/7/2018,12:40:3,
1017,-88.60,206.00,20/7/2018,12:40:4,
1018,-85.80,206.33,20/7/2018,12:40:4,
1019,-89.40,206.67,20/7/2018,12:40:5,
1020,-88.30,207.00,20/7/2018,12:40:5,
1021,-86.40,207.00,20/7/2018,12:40:6,
1022,-83.30,207.00,20/7/2018,12:40:6,
1023,-86.40,207.00,20/7/2018,12:40:7,
1024,-91.00,207.00,20/7/2018,12:40:7,
1025,-87.30,207.00,20/7/2018,12:40:8,
1026,-86.50,207.00,20/7/2018,12:40:8,
1027,-83.60,207.00,20/7/2018,12:40:9,
1028,-86.70,207.00,20/7/2018,12:40:9,
1029,-84.00,207.00,20/7/2018,12:40:10,
1030,-86.00,206.00,20/7/2018,12:40:10,
1031,-86.00,206.00,20/7/2018,12:40:11,
1032,-83.60,206.00,20/7/2018,12:40:11,
1033,-90.50,206.00,20/7/2018,12:40:12,
1034,-83.00,205.00,20/7/2018,12:40:12,
1035,-85.10,205.00,20/7/2018,12:40:13,
1036,-82.70,205.00,20/7/2018,12:40:13,
1037,-85.50,204.00,20/7/2018,12:40:14,
1038,-82.80,204.00,20/7/2018,12:40:14,
1039,-82.60,204.00,20/7/2018,12:40:15,
1040,-82.90,204.00,20/7/2018,12:40:15,
1041,-86.30,204.00,20/7/2018,12:40:16,
1042,-88.20,204.00,20/7/2018,12:40:16,
1043,-82.60,204.00,20/7/2018,12:40:17,
1044,-83.60,204.00,20/7/2018,12:40:17,
1045,-88.50,203.00,20/7/2018,12:40:18,
1046,-85.60,204.00,20/7/2018,12:40:18,
1047,-84.80,204.00,20/7/2018,12:40:19,
1048,-83.50,203.00,20/7/2018,12:40:19,
1049,-85.20,204.00,20/7/2018,12:40:20,
1050,-85.40,203.00,20/7/2018,12:40:20,
1051,-85.90,203.00,20/7/2018,12:40:21,
1052,-85.80,203.00,20/7/2018,12:40:21,
1053,-84.90,203.00,20/7/2018,12:40:22,
1054,-85.30,203.00,20/7/2018,12:40:22,
1055,-83.60,203.00,20/7/2018,12:40:23,
1056,-83.20,202.67,20/7/2018,12:40:23,
1057,-85.20,203.00,20/7/2018,12:40:24,
1058,-86.00,203.00,20/7/2018,12:40:24,
1059,-84.90,202.67,20/7/2018,12:40:25,
1060,-84.10,203.00,20/7/2018,12:40:25,
1061,-86.70,203.00,20/7/2018,12:40:26,
1062,-86.50,203.00,20/7/2018,12:40:26,
1063,-82.50,202.67,20/7/2018,12:40:27,
1064,-82.60,202.67,20/7/2018,12:40:27,
1065,-84.80,202.67,20/7/2018,12:40:28,
1066,-84.50,202.67,20/7/2018,12:40:28,
1067,-83.60,203.00,20/7/2018,12:40:29,
1068,-82.40,202.67,20/7/2018,12:40:29,
1069,-83.50,203.00,20/7/2018,12:40:30,
1070,-83.10,203.00,20/7/2018,12:40:30,
1071,-84.00,203.00,20/7/2018,12:40:31,
1072,-86.20,203.00,20/7/2018,12:40:31,
1073,-88.50,203.00,20/7/2018,12:40:32,
1074,-85.60,203.00,20/7/2018,12:40:32,
1075,-90.70,202.67,20/7/2018,12:40:33,
1076,-85.40,203.00,20/7/2018,12:40:33,
1077,-86.00,203.00,20/7/2018,12:40:34,
1078,-83.80,203.00,20/7/2018,12:40:34,
1079,-82.50,203.00,20/7/2018,12:40:35,
1080,-85.70,203.00,20/7/2018,12:40:35,
1081,-88.50,203.00,20/7/2018,12:40:36,
1082,-83.30,203.33,20/7/2018,12:40:36,
1083,-82.80,203.67,20/7/2018,12:40:37,
1084,-83.00,204.00,20/7/2018,12:40:37,
1085,-85.10,203.67,20/7/2018,12:40:38,
1086,-86.10,204.33,20/7/2018,12:40:38,
1087,-85.10,205.00,20/7/2018,12:40:39,
1088,-83.10,205.67,20/7/2018,12:40:39,
1089,-82.50,205.00,20/7/2018,12:40:40,
1090,-82.70,205.67,20/7/2018,12:40:40,
1091,-87.60,206.00,20/7/2018,12:40:41,
1092,-83.20,206.00,20/7/2018,12:40:41,
1093,-84.80,206.00,20/7/2018,12:40:42,
1094,-85.10,206.00,20/7/2018,12:40:42,
1095,-90.20,206.00,20/7/2018,12:40:43,
1096,-84.00,206.00,20/7/2018,12:40:43,
1097,-82.70,206.00,20/7/2018,12:40:44,
1098,-82.80,206.00,20/7/2018,12:40:44,
1099,-83.40,206.00,20/7/2018,12:40:45,
1100,-86.30,205.00,20/7/2018,12:40:45,
1101,-85.30,205.00,20/7/2018,12:40:46,
